Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
5,2/25/2011,63.35,3.065,NA,NA,NA,NA,NA,214.0955503,6.634,FALSE
6,2/25/2011,62.86,3.065,NA,NA,NA,NA,NA,215.0679731,6.858,FALSE
7,2/25/2011,17.46,3.101,NA,NA,NA,NA,NA,191.9647167,8.818,FALSE
8,2/25/2011,51.29,3.065,NA,NA,NA,NA,NA,216.9247918,6.262,FALSE
9,2/25/2011,59.01,3.065,NA,NA,NA,NA,NA,217.1095679,6.416,FALSE
10,2/25/2011,53.59,3.398,NA,NA,NA,NA,NA,128.13,8.744,FALSE
11,2/25/2011,68.74,3.065,NA,NA,NA,NA,NA,216.8780275,7.551,FALSE
12,2/25/2011,48.45,3.53,NA,NA,NA,NA,NA,128.13,14.021,FALSE
13,2/25/2011,33.17,3.12,NA,NA,NA,NA,NA,128.13,7.47,FALSE
14,2/25/2011,35.78,3.274,NA,NA,NA,NA,NA,184.1625632,8.549,FALSE
15,2/25/2011,20.87,3.452,NA,NA,NA,NA,NA,133.4921429,7.771,FALSE
16,2/25/2011,26.15,3.101,NA,NA,NA,NA,NA,191.9647167,6.614,FALSE
17,2/25/2011,24.36,3.12,NA,NA,NA,NA,NA,128.13,6.866,FALSE
18,2/25/2011,26.15,3.281,NA,NA,NA,NA,NA,133.4921429,9.131,FALSE
19,2/25/2011,23.24,3.452,NA,NA,NA,NA,NA,133.4921429,7.771,FALSE
20,2/25/2011,33.2,3.274,NA,NA,NA,NA,NA,206.6424093,7.343,FALSE
21,2/25/2011,61.27,3.065,NA,NA,NA,NA,NA,213.190421,8.028,FALSE
22,2/25/2011,30.23,3.281,NA,NA,NA,NA,NA,137.3764439,8.458,FALSE
23,2/25/2011,17,3.281,NA,NA,NA,NA,NA,133.4921429,5.114,FALSE
24,2/25/2011,26.09,3.452,NA,NA,NA,NA,NA,133.4921429,8.252,FALSE
25,2/25/2011,28.36,3.274,NA,NA,NA,NA,NA,206.6424093,7.343,FALSE
26,2/25/2011,16.3,3.281,NA,NA,NA,NA,NA,133.4921429,7.907,FALSE
27,2/25/2011,33.05,3.452,NA,NA,NA,NA,NA,137.3764439,7.827,FALSE
28,2/25/2011,48.45,3.53,NA,NA,NA,NA,NA,128.13,14.021,FALSE
29,2/25/2011,30.23,3.281,NA,NA,NA,NA,NA,133.4921429,10.256,FALSE
30,2/25/2011,61.27,3.065,NA,NA,NA,NA,NA,213.190421,8.028,FALSE
31,2/25/2011,61.27,3.065,NA,NA,NA,NA,NA,213.190421,8.028,FALSE
32,2/25/2011,33,3.101,NA,NA,NA,NA,NA,191.9647167,8.818,FALSE
33,2/25/2011,54.89,3.398,NA,NA,NA,NA,NA,128.13,8.951,FALSE
34,2/25/2011,44.57,3.087,NA,NA,NA,NA,NA,128.13,10.398,FALSE
35,2/25/2011,33.05,3.274,NA,NA,NA,NA,NA,137.3764439,8.549,FALSE
36,2/25/2011,67.73,3.053,NA,NA,NA,NA,NA,212.2912786,8.395,FALSE
37,2/25/2011,67.73,3.065,NA,NA,NA,NA,NA,212.2912786,8.395,FALSE
38,2/25/2011,48.45,3.53,NA,NA,NA,NA,NA,128.13,14.021,FALSE
39,2/25/2011,67.77,3.065,NA,NA,NA,NA,NA,212.2912786,8.395,FALSE
40,2/25/2011,16.5,3.281,NA,NA,NA,NA,NA,133.4921429,5.114,FALSE
41,2/25/2011,26.1,3.101,NA,NA,NA,NA,NA,191.9647167,7.241,FALSE
42,2/25/2011,53.59,3.398,NA,NA,NA,NA,NA,128.13,8.744,FALSE
43,2/25/2011,58.37,3.065,NA,NA,NA,NA,NA,205.4415714,10.398,FALSE
44,2/25/2011,33.17,3.12,NA,NA,NA,NA,NA,128.13,7.224,FALSE
45,2/25/2011,35.78,3.274,NA,NA,NA,NA,NA,184.1625632,8.549,FALSE
4,3/4/2011,46.56,3.305,NA,NA,NA,NA,NA,128.26475,6.51,FALSE
5,3/4/2011,60.35,3.288,NA,NA,NA,NA,NA,214.3842702,6.634,FALSE
6,3/4/2011,60.45,3.288,NA,NA,NA,NA,NA,215.3584231,6.858,FALSE
7,3/4/2011,21.84,3.232,NA,NA,NA,NA,NA,192.0116004,8.818,FALSE
8,3/4/2011,53.18,3.288,NA,NA,NA,NA,NA,217.2185454,6.262,FALSE
9,3/4/2011,60.67,3.288,NA,NA,NA,NA,NA,217.4036503,6.416,FALSE
10,3/4/2011,56.96,3.674,NA,NA,NA,NA,NA,128.26475,8.744,FALSE
11,3/4/2011,66.5,3.288,NA,NA,NA,NA,NA,217.1716979,7.551,FALSE
12,3/4/2011,51.72,3.674,NA,NA,NA,NA,NA,128.26475,14.021,FALSE
13,3/4/2011,34.23,3.23,NA,NA,NA,NA,NA,128.26475,7.47,FALSE
14,3/4/2011,38.65,3.433,NA,NA,NA,NA,NA,184.3879911,8.549,FALSE
15,3/4/2011,28.16,3.605,NA,NA,NA,NA,NA,133.6141429,7.771,FALSE
16,3/4/2011,31.77,3.232,NA,NA,NA,NA,NA,192.0116004,6.614,FALSE
17,3/4/2011,24.21,3.23,NA,NA,NA,NA,NA,128.26475,6.866,FALSE
18,3/4/2011,28.49,3.437,NA,NA,NA,NA,NA,133.6141429,9.131,FALSE
19,3/4/2011,29.28,3.605,NA,NA,NA,NA,NA,133.6141429,7.771,FALSE
20,3/4/2011,37.33,3.433,NA,NA,NA,NA,NA,206.9153485,7.343,FALSE
21,3/4/2011,59.52,3.288,NA,NA,NA,NA,NA,213.4775305,8.028,FALSE
22,3/4/2011,33.52,3.437,NA,NA,NA,NA,NA,137.5017028,8.458,FALSE
23,3/4/2011,20.67,3.437,NA,NA,NA,NA,NA,133.6141429,5.114,FALSE
24,3/4/2011,31.36,3.605,NA,NA,NA,NA,NA,133.6141429,8.252,FALSE
25,3/4/2011,31.59,3.433,NA,NA,NA,NA,NA,206.9153485,7.343,FALSE
26,3/4/2011,14.31,3.437,NA,NA,NA,NA,NA,133.6141429,7.907,FALSE
27,3/4/2011,36.99,3.605,NA,NA,NA,NA,NA,137.5017028,7.827,FALSE
28,3/4/2011,51.72,3.674,NA,NA,NA,NA,NA,128.26475,14.021,FALSE
29,3/4/2011,33.52,3.437,NA,NA,NA,NA,NA,133.6141429,10.256,FALSE
30,3/4/2011,59.52,3.288,NA,NA,NA,NA,NA,213.4775305,8.028,FALSE
31,3/4/2011,59.52,3.288,NA,NA,NA,NA,NA,213.4775305,8.028,FALSE
32,3/4/2011,39.17,3.232,NA,NA,NA,NA,NA,192.0116004,8.818,FALSE
33,3/4/2011,59.51,3.674,NA,NA,NA,NA,NA,128.26475,8.951,FALSE
34,3/4/2011,46.21,3.305,NA,NA,NA,NA,NA,128.26475,10.398,FALSE
35,3/4/2011,36.99,3.433,NA,NA,NA,NA,NA,137.5017028,8.549,FALSE
36,3/4/2011,64.55,3.282,NA,NA,NA,NA,NA,212.576205,8.395,FALSE
37,3/4/2011,64.55,3.288,NA,NA,NA,NA,NA,212.576205,8.395,FALSE
38,3/4/2011,51.72,3.674,NA,NA,NA,NA,NA,128.26475,14.021,FALSE
39,3/4/2011,63.56,3.288,NA,NA,NA,NA,NA,212.576205,8.395,FALSE
40,3/4/2011,18.49,3.437,NA,NA,NA,NA,NA,133.6141429,5.114,FALSE
41,3/4/2011,34.99,3.232,NA,NA,NA,NA,NA,192.0116004,7.241,FALSE
42,3/4/2011,56.96,3.674,NA,NA,NA,NA,NA,128.26475,8.744,FALSE
43,3/4/2011,60.26,3.288,NA,NA,NA,NA,NA,205.7148214,10.398,FALSE
44,3/4/2011,34.23,3.23,NA,NA,NA,NA,NA,128.26475,7.224,FALSE
45,3/4/2011,38.65,3.433,NA,NA,NA,NA,NA,184.3879911,8.549,FALSE
4,3/11/2011,50.93,3.461,NA,NA,NA,NA,NA,128.3995,6.51,FALSE
5,3/11/2011,55.74,3.459,NA,NA,NA,NA,NA,214.6729901,6.634,FALSE
6,3/11/2011,57.71,3.459,NA,NA,NA,NA,NA,215.6488731,6.858,FALSE
7,3/11/2011,20.7,3.372,NA,NA,NA,NA,NA,192.058484,8.818,FALSE
8,3/11/2011,49.14,3.459,NA,NA,NA,NA,NA,217.512299,6.262,FALSE
9,3/11/2011,54.75,3.459,NA,NA,NA,NA,NA,217.6977326,6.416,FALSE
10,3/11/2011,64.22,3.63,NA,NA,NA,NA,NA,128.3995,8.744,FALSE
11,3/11/2011,63.29,3.459,NA,NA,NA,NA,NA,217.4653683,7.551,FALSE
12,3/11/2011,57.75,3.818,NA,NA,NA,NA,NA,128.3995,14.021,FALSE
13,3/11/2011,41.28,3.346,NA,NA,NA,NA,NA,128.3995,7.47,FALSE
14,3/11/2011,45.01,3.582,NA,NA,NA,NA,NA,184.613419,8.549,FALSE
15,3/11/2011,34.27,3.752,NA,NA,NA,NA,NA,133.7361429,7.771,FALSE
16,3/11/2011,29.36,3.372,NA,NA,NA,NA,NA,192.058484,6.614,FALSE
17,3/11/2011,32.42,3.346,NA,NA,NA,NA,NA,128.3995,6.866,FALSE
18,3/11/2011,38.4,3.6,NA,NA,NA,NA,NA,133.7361429,9.131,FALSE
19,3/11/2011,35.59,3.752,NA,NA,NA,NA,NA,133.7361429,7.771,FALSE
20,3/11/2011,39.53,3.582,NA,NA,NA,NA,NA,207.1882876,7.343,FALSE
21,3/11/2011,54.69,3.459,NA,NA,NA,NA,NA,213.7646401,8.028,FALSE
22,3/11/2011,41.42,3.6,NA,NA,NA,NA,NA,137.6269617,8.458,FALSE
23,3/11/2011,29.36,3.6,NA,NA,NA,NA,NA,133.7361429,5.114,FALSE
24,3/11/2011,39.51,3.752,NA,NA,NA,NA,NA,133.7361429,8.252,FALSE
25,3/11/2011,36.73,3.582,NA,NA,NA,NA,NA,207.1882876,7.343,FALSE
26,3/11/2011,28.13,3.6,NA,NA,NA,NA,NA,133.7361429,7.907,FALSE
27,3/11/2011,43.64,3.752,NA,NA,NA,NA,NA,137.6269617,7.827,FALSE
28,3/11/2011,57.75,3.818,NA,NA,NA,NA,NA,128.3995,14.021,FALSE
29,3/11/2011,41.42,3.6,NA,NA,NA,NA,NA,133.7361429,10.256,FALSE
30,3/11/2011,54.69,3.459,NA,NA,NA,NA,NA,213.7646401,8.028,FALSE
31,3/11/2011,54.69,3.459,NA,NA,NA,NA,NA,213.7646401,8.028,FALSE
32,3/11/2011,36.51,3.372,NA,NA,NA,NA,NA,192.058484,8.818,FALSE
33,3/11/2011,66.51,3.63,NA,NA,NA,NA,NA,128.3995,8.951,FALSE
34,3/11/2011,45.87,3.461,NA,NA,NA,NA,NA,128.3995,10.398,FALSE
35,3/11/2011,43.64,3.582,NA,NA,NA,NA,NA,137.6269617,8.549,FALSE
36,3/11/2011,59.15,3.448,NA,NA,NA,NA,NA,212.8611313,8.395,FALSE
37,3/11/2011,59.15,3.459,NA,NA,NA,NA,NA,212.8611313,8.395,FALSE
38,3/11/2011,57.75,3.818,NA,NA,NA,NA,NA,128.3995,14.021,FALSE
39,3/11/2011,58.35,3.459,NA,NA,NA,NA,NA,212.8611313,8.395,FALSE
40,3/11/2011,30.53,3.6,NA,NA,NA,NA,NA,133.7361429,5.114,FALSE
41,3/11/2011,31.6,3.372,NA,NA,NA,NA,NA,192.058484,7.241,FALSE
42,3/11/2011,64.22,3.63,NA,NA,NA,NA,NA,128.3995,8.744,FALSE
43,3/11/2011,60.24,3.459,NA,NA,NA,NA,NA,205.9880714,10.398,FALSE
44,3/11/2011,41.28,3.346,NA,NA,NA,NA,NA,128.3995,7.224,FALSE
45,3/11/2011,45.01,3.582,NA,NA,NA,NA,NA,184.613419,8.549,FALSE
4,3/18/2011,51.86,3.495,NA,NA,NA,NA,NA,128.5121935,6.51,FALSE
5,3/18/2011,64.31,3.488,NA,NA,NA,NA,NA,214.9257339,6.634,FALSE
6,3/18/2011,65.07,3.488,NA,NA,NA,NA,NA,215.9035078,6.858,FALSE
7,3/18/2011,27.69,3.406,NA,NA,NA,NA,NA,192.1237981,8.818,FALSE
8,3/18/2011,56.68,3.488,NA,NA,NA,NA,NA,217.7705442,6.262,FALSE
9,3/18/2011,63.82,3.488,NA,NA,NA,NA,NA,217.9563371,6.416,FALSE
10,3/18/2011,70.12,3.892,NA,NA,NA,NA,NA,128.5121935,8.744,FALSE
11,3/18/2011,70.17,3.488,NA,NA,NA,NA,NA,217.7235226,7.551,FALSE
12,3/18/2011,64.21,3.692,NA,NA,NA,NA,NA,128.5121935,14.021,FALSE
13,3/18/2011,44.69,3.407,NA,NA,NA,NA,NA,128.5121935,7.47,FALSE
14,3/18/2011,46.66,3.631,NA,NA,NA,NA,NA,184.809719,8.549,FALSE
15,3/18/2011,40.23,3.796,NA,NA,NA,NA,NA,133.8492258,7.771,FALSE
16,3/18/2011,36.5,3.406,NA,NA,NA,NA,NA,192.1237981,6.614,FALSE
17,3/18/2011,34.48,3.407,NA,NA,NA,NA,NA,128.5121935,6.866,FALSE
18,3/18/2011,41.12,3.634,NA,NA,NA,NA,NA,133.8492258,9.131,FALSE
19,3/18/2011,40.32,3.796,NA,NA,NA,NA,NA,133.8492258,7.771,FALSE
20,3/18/2011,44.8,3.631,NA,NA,NA,NA,NA,207.4283845,7.343,FALSE
21,3/18/2011,63.26,3.488,NA,NA,NA,NA,NA,214.0156238,8.028,FALSE
22,3/18/2011,43.38,3.634,NA,NA,NA,NA,NA,137.7398929,8.458,FALSE
23,3/18/2011,37.28,3.634,NA,NA,NA,NA,NA,133.8492258,5.114,FALSE
24,3/18/2011,43.39,3.796,NA,NA,NA,NA,NA,133.8492258,8.252,FALSE
25,3/18/2011,40.94,3.631,NA,NA,NA,NA,NA,207.4283845,7.343,FALSE
26,3/18/2011,31.76,3.634,NA,NA,NA,NA,NA,133.8492258,7.907,FALSE
27,3/18/2011,46.65,3.796,NA,NA,NA,NA,NA,137.7398929,7.827,FALSE
28,3/18/2011,64.21,3.692,NA,NA,NA,NA,NA,128.5121935,14.021,FALSE
29,3/18/2011,43.38,3.634,NA,NA,NA,NA,NA,133.8492258,10.256,FALSE
30,3/18/2011,63.26,3.488,NA,NA,NA,NA,NA,214.0156238,8.028,FALSE
31,3/18/2011,63.26,3.488,NA,NA,NA,NA,NA,214.0156238,8.028,FALSE
32,3/18/2011,45.25,3.406,NA,NA,NA,NA,NA,192.1237981,8.818,FALSE
33,3/18/2011,72.72,3.892,NA,NA,NA,NA,NA,128.5121935,8.951,FALSE
34,3/18/2011,55.58,3.495,NA,NA,NA,NA,NA,128.5121935,10.398,FALSE
35,3/18/2011,46.65,3.631,NA,NA,NA,NA,NA,137.7398929,8.549,FALSE
36,3/18/2011,64.9,3.487,NA,NA,NA,NA,NA,213.1096787,8.395,FALSE
37,3/18/2011,64.9,3.488,NA,NA,NA,NA,NA,213.1096787,8.395,FALSE
38,3/18/2011,64.21,3.692,NA,NA,NA,NA,NA,128.5121935,14.021,FALSE
39,3/18/2011,65.28,3.488,NA,NA,NA,NA,NA,213.1096787,8.395,FALSE
40,3/18/2011,35.76,3.634,NA,NA,NA,NA,NA,133.8492258,5.114,FALSE
41,3/18/2011,40.19,3.406,NA,NA,NA,NA,NA,192.1237981,7.241,FALSE
42,3/18/2011,70.12,3.892,NA,NA,NA,NA,NA,128.5121935,8.744,FALSE
43,3/18/2011,68.98,3.488,NA,NA,NA,NA,NA,206.225924,10.398,FALSE
44,3/18/2011,44.69,3.407,NA,NA,NA,NA,NA,128.5121935,7.224,FALSE
45,3/18/2011,46.66,3.631,NA,NA,NA,NA,NA,184.809719,8.549,FALSE
4,3/25/2011,59.1,3.48,NA,NA,NA,NA,NA,128.6160645,6.51,FALSE
5,3/25/2011,70.71,3.473,NA,NA,NA,NA,NA,215.1640872,6.634,FALSE
6,3/25/2011,70.83,3.473,NA,NA,NA,NA,NA,216.1438163,6.858,FALSE
7,3/25/2011,25.69,3.414,NA,NA,NA,NA,NA,192.1964844,8.818,FALSE
8,3/25/2011,59.74,3.473,NA,NA,NA,NA,NA,218.0145862,6.262,FALSE
9,3/25/2011,68.79,3.473,NA,NA,NA,NA,NA,218.2007506,6.416,FALSE
10,3/25/2011,62.53,3.716,NA,NA,NA,NA,NA,128.6160645,8.744,FALSE
11,3/25/2011,73.74,3.473,NA,NA,NA,NA,NA,217.9674705,7.551,FALSE
12,3/25/2011,54.4,3.909,NA,NA,NA,NA,NA,128.6160645,14.021,FALSE
13,3/25/2011,42.38,3.435,NA,NA,NA,NA,NA,128.6160645,7.47,FALSE
14,3/25/2011,41.76,3.625,NA,NA,NA,NA,NA,184.9943679,8.549,FALSE
15,3/25/2011,32.63,3.789,NA,NA,NA,NA,NA,133.9587419,7.771,FALSE
16,3/25/2011,32.61,3.414,NA,NA,NA,NA,NA,192.1964844,6.614,FALSE
17,3/25/2011,36.71,3.435,NA,NA,NA,NA,NA,128.6160645,6.866,FALSE
18,3/25/2011,36.65,3.624,NA,NA,NA,NA,NA,133.9587419,9.131,FALSE
19,3/25/2011,33.26,3.789,NA,NA,NA,NA,NA,133.9587419,7.771,FALSE
20,3/25/2011,44.83,3.625,NA,NA,NA,NA,NA,207.6553444,7.343,FALSE
21,3/25/2011,70.33,3.473,NA,NA,NA,NA,NA,214.2521573,8.028,FALSE
22,3/25/2011,38.77,3.624,NA,NA,NA,NA,NA,137.8478929,8.458,FALSE
23,3/25/2011,29.11,3.624,NA,NA,NA,NA,NA,133.9587419,5.114,FALSE
24,3/25/2011,36.88,3.789,NA,NA,NA,NA,NA,133.9587419,8.252,FALSE
25,3/25/2011,38.51,3.625,NA,NA,NA,NA,NA,207.6553444,7.343,FALSE
26,3/25/2011,22.99,3.624,NA,NA,NA,NA,NA,133.9587419,7.907,FALSE
27,3/25/2011,40.11,3.789,NA,NA,NA,NA,NA,137.8478929,7.827,FALSE
28,3/25/2011,54.4,3.909,NA,NA,NA,NA,NA,128.6160645,14.021,FALSE
29,3/25/2011,38.77,3.624,NA,NA,NA,NA,NA,133.9587419,10.256,FALSE
30,3/25/2011,70.33,3.473,NA,NA,NA,NA,NA,214.2521573,8.028,FALSE
31,3/25/2011,70.33,3.473,NA,NA,NA,NA,NA,214.2521573,8.028,FALSE
32,3/25/2011,46.7,3.414,NA,NA,NA,NA,NA,192.1964844,8.818,FALSE
33,3/25/2011,63.34,3.716,NA,NA,NA,NA,NA,128.6160645,8.951,FALSE
34,3/25/2011,53.11,3.48,NA,NA,NA,NA,NA,128.6160645,10.398,FALSE
35,3/25/2011,40.11,3.625,NA,NA,NA,NA,NA,137.8478929,8.549,FALSE
36,3/25/2011,71.07,3.488,NA,NA,NA,NA,NA,213.3436744,8.395,FALSE
37,3/25/2011,71.07,3.473,NA,NA,NA,NA,NA,213.3436744,8.395,FALSE
38,3/25/2011,54.4,3.909,NA,NA,NA,NA,NA,128.6160645,14.021,FALSE
39,3/25/2011,71.17,3.473,NA,NA,NA,NA,NA,213.3436744,8.395,FALSE
40,3/25/2011,28.89,3.624,NA,NA,NA,NA,NA,133.9587419,5.114,FALSE
41,3/25/2011,41.11,3.414,NA,NA,NA,NA,NA,192.1964844,7.241,FALSE
42,3/25/2011,62.53,3.716,NA,NA,NA,NA,NA,128.6160645,8.744,FALSE
43,3/25/2011,65.53,3.473,NA,NA,NA,NA,NA,206.4496175,10.398,FALSE
44,3/25/2011,42.38,3.435,NA,NA,NA,NA,NA,128.6160645,7.224,FALSE
45,3/25/2011,41.76,3.625,NA,NA,NA,NA,NA,184.9943679,8.549,FALSE
4,4/1/2011,56.99,3.521,NA,NA,NA,NA,NA,128.7199355,5.946,FALSE
5,4/1/2011,61.5,3.524,NA,NA,NA,NA,NA,215.4024406,6.489,FALSE
6,4/1/2011,62.25,3.524,NA,NA,NA,NA,NA,216.3841249,6.855,FALSE
7,4/1/2011,24.83,3.461,NA,NA,NA,NA,NA,192.2691707,8.595,FALSE
8,4/1/2011,49.86,3.524,NA,NA,NA,NA,NA,218.2586281,6.297,FALSE
9,4/1/2011,56.12,3.524,NA,NA,NA,NA,NA,218.445164,6.38,FALSE
10,4/1/2011,67.64,3.772,NA,NA,NA,NA,NA,128.7199355,8.494,FALSE
11,4/1/2011,69.1,3.524,NA,NA,NA,NA,NA,218.2114184,7.574,FALSE
12,4/1/2011,63.63,3.772,NA,NA,NA,NA,NA,128.7199355,13.736,FALSE
13,4/1/2011,42.49,3.487,NA,NA,NA,NA,NA,128.7199355,7.193,FALSE
14,4/1/2011,37.27,3.638,NA,NA,NA,NA,NA,185.1790167,8.521,FALSE
15,4/1/2011,30.34,3.811,NA,NA,NA,NA,NA,134.0682581,7.658,FALSE
16,4/1/2011,35.75,3.461,NA,NA,NA,NA,NA,192.2691707,6.339,FALSE
17,4/1/2011,39.38,3.487,NA,NA,NA,NA,NA,128.7199355,6.774,FALSE
18,4/1/2011,35.06,3.638,NA,NA,NA,NA,NA,134.0682581,8.975,FALSE
19,4/1/2011,30.68,3.811,NA,NA,NA,NA,NA,134.0682581,7.658,FALSE
20,4/1/2011,32.43,3.638,NA,NA,NA,NA,NA,207.8823043,7.287,FALSE
21,4/1/2011,56.36,3.524,NA,NA,NA,NA,NA,214.4886908,7.931,FALSE
22,4/1/2011,36.04,3.638,NA,NA,NA,NA,NA,137.9558929,8.252,FALSE
23,4/1/2011,29.44,3.638,NA,NA,NA,NA,NA,134.0682581,4.781,FALSE
24,4/1/2011,35.73,3.811,NA,NA,NA,NA,NA,134.0682581,8.212,FALSE
25,4/1/2011,28.5,3.638,NA,NA,NA,NA,NA,207.8823043,7.287,FALSE
26,4/1/2011,22.99,3.638,NA,NA,NA,NA,NA,134.0682581,7.818,FALSE
27,4/1/2011,37.27,3.811,NA,NA,NA,NA,NA,137.9558929,7.725,FALSE
28,4/1/2011,63.63,3.772,NA,NA,NA,NA,NA,128.7199355,13.736,FALSE
29,4/1/2011,36.04,3.638,NA,NA,NA,NA,NA,134.0682581,9.966,FALSE
30,4/1/2011,56.36,3.524,NA,NA,NA,NA,NA,214.4886908,7.931,FALSE
31,4/1/2011,56.36,3.524,NA,NA,NA,NA,NA,214.4886908,7.931,FALSE
32,4/1/2011,44.83,3.461,NA,NA,NA,NA,NA,192.2691707,8.595,FALSE
33,4/1/2011,71.41,3.772,NA,NA,NA,NA,NA,128.7199355,8.687,FALSE
34,4/1/2011,55.46,3.521,NA,NA,NA,NA,NA,128.7199355,10.581,FALSE
35,4/1/2011,37.27,3.638,NA,NA,NA,NA,NA,137.9558929,8.512,FALSE
36,4/1/2011,67.31,3.529,NA,NA,NA,NA,NA,213.5776701,8.3,FALSE
37,4/1/2011,67.31,3.524,NA,NA,NA,NA,NA,213.5776701,8.3,FALSE
38,4/1/2011,63.63,3.772,NA,NA,NA,NA,NA,128.7199355,13.736,FALSE
39,4/1/2011,66.57,3.524,NA,NA,NA,NA,NA,213.5776701,8.3,FALSE
40,4/1/2011,28.6,3.638,NA,NA,NA,NA,NA,134.0682581,4.781,FALSE
41,4/1/2011,38.16,3.461,NA,NA,NA,NA,NA,192.2691707,6.934,FALSE
42,4/1/2011,67.64,3.772,NA,NA,NA,NA,NA,128.7199355,8.494,FALSE
43,4/1/2011,67.79,3.524,NA,NA,NA,NA,NA,206.6733111,10.581,FALSE
44,4/1/2011,42.49,3.487,NA,NA,NA,NA,NA,128.7199355,6.906,FALSE
45,4/1/2011,37.27,3.638,NA,NA,NA,NA,NA,185.1790167,8.521,FALSE
3,4/8/2011,72.55,3.622,NA,NA,NA,NA,NA,218.4553663,7.574,FALSE
4,4/8/2011,62.61,3.605,NA,NA,NA,NA,NA,128.8238065,5.946,FALSE
5,4/8/2011,69.64,3.622,NA,NA,NA,NA,NA,215.6407939,6.489,FALSE
6,4/8/2011,70.35,3.622,NA,NA,NA,NA,NA,216.6244334,6.855,FALSE
7,4/8/2011,30.64,3.532,NA,NA,NA,NA,NA,192.3418571,8.595,FALSE
8,4/8/2011,65.62,3.622,NA,NA,NA,NA,NA,218.50267,6.297,FALSE
9,4/8/2011,71.4,3.622,NA,NA,NA,NA,NA,218.6895775,6.38,FALSE
10,4/8/2011,73.03,3.818,NA,NA,NA,NA,NA,128.8238065,8.494,FALSE
11,4/8/2011,73.57,3.622,NA,NA,NA,NA,NA,218.4553663,7.574,FALSE
12,4/8/2011,64.47,4.003,NA,NA,NA,NA,NA,128.8238065,13.736,FALSE
13,4/8/2011,42.75,3.547,NA,NA,NA,NA,NA,128.8238065,7.193,FALSE
14,4/8/2011,48.71,3.72,NA,NA,NA,NA,NA,185.3636656,8.521,FALSE
15,4/8/2011,40.94,3.895,NA,NA,NA,NA,NA,134.1777742,7.658,FALSE
16,4/8/2011,38.04,3.532,NA,NA,NA,NA,NA,192.3418571,6.339,FALSE
17,4/8/2011,39.16,3.547,NA,NA,NA,NA,NA,128.8238065,6.774,FALSE
18,4/8/2011,43.32,3.72,NA,NA,NA,NA,NA,134.1777742,8.975,FALSE
19,4/8/2011,41.26,3.895,NA,NA,NA,NA,NA,134.1777742,7.658,FALSE
20,4/8/2011,47.09,3.72,NA,NA,NA,NA,NA,208.1092642,7.287,FALSE
21,4/8/2011,68.62,3.622,NA,NA,NA,NA,NA,214.7252242,7.931,FALSE
22,4/8/2011,44.42,3.72,NA,NA,NA,NA,NA,138.0638929,8.252,FALSE
23,4/8/2011,36.74,3.72,NA,NA,NA,NA,NA,134.1777742,4.781,FALSE
24,4/8/2011,44.7,3.895,NA,NA,NA,NA,NA,134.1777742,8.212,FALSE
25,4/8/2011,42.11,3.72,NA,NA,NA,NA,NA,208.1092642,7.287,FALSE
26,4/8/2011,29.09,3.72,NA,NA,NA,NA,NA,134.1777742,7.818,FALSE
27,4/8/2011,46.87,3.895,NA,NA,NA,NA,NA,138.0638929,7.725,FALSE
28,4/8/2011,64.47,4.003,NA,NA,NA,NA,NA,128.8238065,13.736,FALSE
29,4/8/2011,44.42,3.72,NA,NA,NA,NA,NA,134.1777742,9.966,FALSE
30,4/8/2011,68.62,3.622,NA,NA,NA,NA,NA,214.7252242,7.931,FALSE
31,4/8/2011,68.62,3.622,NA,NA,NA,NA,NA,214.7252242,7.931,FALSE
32,4/8/2011,48.81,3.532,NA,NA,NA,NA,NA,192.3418571,8.595,FALSE
33,4/8/2011,75.11,3.818,NA,NA,NA,NA,NA,128.8238065,8.687,FALSE
34,4/8/2011,58.59,3.605,NA,NA,NA,NA,NA,128.8238065,10.581,FALSE
35,4/8/2011,46.87,3.72,NA,NA,NA,NA,NA,138.0638929,8.512,FALSE
36,4/8/2011,69.39,3.645,NA,NA,NA,NA,NA,213.8116658,8.3,FALSE
37,4/8/2011,69.39,3.622,NA,NA,NA,NA,NA,213.8116658,8.3,FALSE
38,4/8/2011,64.47,4.003,NA,NA,NA,NA,NA,128.8238065,13.736,FALSE
39,4/8/2011,69.45,3.622,NA,NA,NA,NA,NA,213.8116658,8.3,FALSE
40,4/8/2011,34.77,3.72,NA,NA,NA,NA,NA,134.1777742,4.781,FALSE
41,4/8/2011,42.87,3.532,NA,NA,NA,NA,NA,192.3418571,6.934,FALSE
42,4/8/2011,73.03,3.818,NA,NA,NA,NA,NA,128.8238065,8.494,FALSE
43,4/8/2011,70.35,3.622,NA,NA,NA,NA,NA,206.8970046,10.581,FALSE
44,4/8/2011,42.75,3.547,NA,NA,NA,NA,NA,128.8238065,6.906,FALSE
45,4/8/2011,48.71,3.72,NA,NA,NA,NA,NA,185.3636656,8.521,FALSE
3,4/15/2011,75.88,3.743,NA,NA,NA,NA,NA,218.6788642,7.574,FALSE
4,4/15/2011,62.34,3.724,NA,NA,NA,NA,NA,128.9107333,5.946,FALSE
5,4/15/2011,72.02,3.743,NA,NA,NA,NA,NA,215.8592673,6.489,FALSE
