Store,Dates,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
44,2/10/2012,33.73,3.116,2463.16,11.5,76.33,NA,1635.49,130.3849032,5.774,TRUE
45,2/10/2012,37,3.64,15760.3,6113.95,5.43,5656.35,4685.58,189.7076048,8.424,TRUE
3,2/17/2012,52.39,3.51,2706.87,3128.74,1.88,2396.68,1631.28,223.9170153,6.833,FALSE
4,2/17/2012,34.19,3.493,14225.99,11049.65,17.36,11912.49,7565.99,130.4546207,4.607,FALSE
5,2/17/2012,48.25,3.51,5548.48,1958.52,1.76,2662.84,2820.38,221.0106341,5.943,FALSE
6,2/17/2012,49.03,3.51,13182.32,15299.89,12.82,6129.29,7603.05,222.026359,6.132,FALSE
7,2/17/2012,27.03,3.113,5453.54,4918.31,1.88,1838.98,5303.89,196.9432711,8.256,FALSE
8,2/17/2012,37.51,3.51,4376.58,10723.12,10.5,1546.82,4117.02,223.9658621,5.825,FALSE
9,2/17/2012,43.81,3.51,4572.81,5448.91,6,945.06,7589.85,224.1588663,5.667,FALSE
10,2/17/2012,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,FALSE
11,2/17/2012,52.77,3.51,10256.46,9792.52,24.82,4060.54,2418.36,223.9170153,6.833,FALSE
12,2/17/2012,51.8,3.781,17708.64,8549.74,2.88,14234.76,5960.69,130.4546207,12.187,FALSE
13,2/17/2012,36.57,3.119,21621.16,16497.47,25.52,13643.83,14660.97,130.4546207,6.104,FALSE
14,2/17/2012,36.85,3.695,23664.75,13769.67,143.36,11965.7,10506.12,189.8424834,8.424,FALSE
15,2/17/2012,30.26,3.874,17822.56,7914.95,1.76,11094.94,4922.19,137.2583103,7.943,FALSE
16,2/17/2012,31.19,3.113,5656.83,2712.39,NA,2883.67,4484.79,196.9432711,6.162,FALSE
17,2/17/2012,30.76,3.119,10862.6,14264.11,2.64,8459.96,4740.08,130.4546207,6.403,FALSE
18,2/17/2012,32.87,3.703,17875.37,9663.67,2,10433.78,5439.08,137.2583103,8.075,FALSE
19,2/17/2012,30.95,3.874,14910.8,14860.19,82.94,11200.69,7571.06,137.2583103,7.943,FALSE
20,2/17/2012,31.11,3.695,27400.95,19179.87,10.5,11087.4,10204.37,213.2732106,6.961,FALSE
21,2/17/2012,45.03,3.51,12365.91,7922.13,1.38,7862.71,5348.94,220.0651993,7.057,FALSE
22,2/17/2012,36.25,3.703,14910.44,10572.12,2,10409.34,5499.8,141.2140357,7.503,FALSE
23,2/17/2012,27.01,3.703,8924.48,10140.32,1.88,6699.65,2236.81,137.2583103,4.261,FALSE
24,2/17/2012,33.92,3.874,12244.57,10925.86,25.52,15725.51,5533.12,137.2583103,8.659,FALSE
25,2/17/2012,32.23,3.695,25926.69,9583.33,1,8768.42,6263.7,213.2732106,6.961,FALSE
26,2/17/2012,23.9,3.703,11524.93,6005.06,1.04,3417.87,7086.22,137.2583103,7.467,FALSE
27,2/17/2012,37.24,3.874,14655.15,10670.84,162.82,11286.99,1595.8,141.2140357,8.009,FALSE
28,2/17/2012,51.8,3.781,20868.41,6880.29,7.84,7685.11,11114.94,130.4546207,12.187,FALSE
29,2/17/2012,36.25,3.703,7180.13,5665.86,1.76,5185.35,3381.36,137.2583103,8.988,FALSE
30,2/17/2012,45.03,3.51,95.88,745.13,11.88,NA,2043.43,220.0651993,7.057,FALSE
31,2/17/2012,45.03,3.51,13158.2,6689.78,10.34,6529.43,7435.73,220.0651993,7.057,FALSE
32,2/17/2012,24.26,3.113,9434.94,12371.88,39.2,5880.54,7373.13,196.9432711,8.256,FALSE
33,2/17/2012,57.8,3.781,99.4,262.95,3.9,0.46,1005.65,130.4546207,7.603,FALSE
34,2/17/2012,37.25,3.493,8386.11,4644.97,16.48,2748.66,6015.47,130.4546207,9.653,FALSE
35,2/17/2012,37.24,3.695,20207.59,7982.96,2.64,9522.98,10733.96,141.2140357,8.744,FALSE
36,2/17/2012,54.38,3.503,377.29,417.07,0.44,NA,537.36,219.1148297,7.244,FALSE
37,2/17/2012,54.38,3.51,1173.99,593.1,2.86,NA,1372.2,219.1148297,7.244,FALSE
38,2/17/2012,51.8,3.781,647.57,580.69,5.72,2,2761.19,130.4546207,12.187,FALSE
39,2/17/2012,52.75,3.51,15632.4,6962.91,24.9,6631.5,23647.05,219.1148297,7.244,FALSE
40,2/17/2012,25.56,3.703,7763.37,7366.75,33.48,3995.44,2642.17,137.2583103,4.261,FALSE
41,2/17/2012,22.52,3.113,15838.59,10710.9,14.96,10097.26,7390.48,196.9432711,6.589,FALSE
42,2/17/2012,54.12,3.781,66.87,736.8,3.94,NA,996.28,130.4546207,7.545,FALSE
43,2/17/2012,49.38,3.51,109.95,1389.84,0.52,NA,2824.89,211.916835,9.653,FALSE
44,2/17/2012,36.57,3.119,98.16,1080.01,17.6,NA,2583.41,130.4546207,5.774,FALSE
45,2/17/2012,36.85,3.695,8683.43,7421.99,1.76,9084.92,1995.22,189.8424834,8.424,FALSE
3,2/24/2012,60.12,3.555,6129.28,1802.84,NA,301.48,1929.71,224.1320199,6.833,FALSE
4,2/24/2012,41.31,3.541,9777.71,4703.88,5.4,1179.72,9352.14,130.5502069,4.607,FALSE
5,2/24/2012,57.75,3.555,2220.32,1407.4,NA,145.46,2657.52,221.2224243,5.943,FALSE
6,2/24/2012,59.17,3.555,9198.08,8878.31,10.6,642.13,5539.68,222.2392726,6.132,FALSE
7,2/24/2012,24.41,3.129,10170.57,4331.71,93.06,2699.15,3456.7,196.9499007,8.256,FALSE
8,2/24/2012,46.33,3.555,9712.39,4960.15,1,2441.26,5314.33,224.1809207,5.825,FALSE
9,2/24/2012,53.67,3.555,3801.98,4010.13,1,586.06,7315.09,224.3741384,5.667,FALSE
10,2/24/2012,56.02,3.95,13929.09,4614.67,NA,596.5,6528.31,130.5502069,7.545,FALSE
11,2/24/2012,61.11,3.555,17546.88,7531.48,0.5,3698.03,12656.68,224.1320199,6.833,FALSE
12,2/24/2012,53.13,3.95,12862.31,5681.93,2,2401.22,5131.37,130.5502069,12.187,FALSE
13,2/24/2012,35.38,3.145,16404.54,12013.87,3.4,2584.12,5126.53,130.5502069,6.104,FALSE
14,2/24/2012,42.86,3.739,15074.23,8644.89,4.2,4450.84,7278.87,190.0069881,8.424,FALSE
15,2/24/2012,33.18,3.917,6881.03,5859.12,1,3607.57,4147.13,137.3411034,7.943,FALSE
16,2/24/2012,26.21,3.129,12120.37,2778.82,NA,1634.92,4210.7,196.9499007,6.162,FALSE
17,2/24/2012,30.01,3.145,8628.93,3368.34,NA,3876.56,4378.82,130.5502069,6.403,FALSE
18,2/24/2012,36.34,3.751,8425.97,10284.14,NA,1417.12,3566.91,137.3411034,8.075,FALSE
19,2/24/2012,33.91,3.917,13926.46,11835.35,2.8,4929.34,6287.18,137.3411034,7.943,FALSE
20,2/24/2012,39.79,3.739,11230.85,10561.94,12.2,1457.31,21024.39,213.4725116,6.961,FALSE
21,2/24/2012,54.81,3.555,7012.83,5600.94,0.5,2229.25,4606.24,220.275944,7.057,FALSE
22,2/24/2012,39,3.751,10045.03,7913.38,NA,8695.83,3361.36,141.3007857,7.503,FALSE
23,2/24/2012,31.12,3.751,18500.67,10478.33,NA,7541.62,7320.47,137.3411034,4.261,FALSE
24,2/24/2012,37.35,3.917,10065.77,10556.73,2.2,6791.1,9440.12,137.3411034,8.659,FALSE
25,2/24/2012,35.51,3.739,10504.05,7242.9,NA,5556.78,3596.69,213.4725116,6.961,FALSE
26,2/24/2012,28.06,3.751,7373.92,5211.81,3.2,2716.45,4114.28,137.3411034,7.467,FALSE
27,2/24/2012,41.74,3.917,16993.22,13384.32,9.6,8237.33,9045.21,141.3007857,8.009,FALSE
28,2/24/2012,53.13,3.95,9687.54,3338.06,NA,847.07,6736.61,130.5502069,12.187,FALSE
29,2/24/2012,39,3.751,7623.6,3357.2,NA,3737.6,5024.43,137.3411034,8.988,FALSE
30,2/24/2012,54.81,3.555,1192.83,557.62,NA,13.5,1342.2,220.275944,7.057,FALSE
31,2/24/2012,54.81,3.555,12329.67,4657.57,5.3,1538.63,5781.58,220.275944,7.057,FALSE
32,2/24/2012,33.41,3.129,18765.64,7738.97,7.6,8914.56,6028.36,196.9499007,8.256,FALSE
33,2/24/2012,59.41,3.95,577.17,268.61,NA,2.61,1653.57,130.5502069,7.603,FALSE
34,2/24/2012,39.89,3.541,5674.77,3367.59,2.6,1389.89,3919.46,130.5502069,9.653,FALSE
35,2/24/2012,41.74,3.739,10463.9,6749.11,NA,5146.87,4553.22,141.3007857,8.744,FALSE
36,2/24/2012,62.21,3.55,90.73,171.14,NA,NA,872.76,219.3244636,7.244,FALSE
37,2/24/2012,62.21,3.555,141.18,282.22,NA,NA,739.65,219.3244636,7.244,FALSE
38,2/24/2012,53.13,3.95,102.49,328.86,NA,2.86,2435.31,130.5502069,12.187,FALSE
39,2/24/2012,61.1,3.555,7826.68,6839.78,2,983.61,10296.01,219.3244636,7.244,FALSE
40,2/24/2012,29.88,3.751,15946.5,4605.02,2,4775.14,9418.31,137.3411034,4.261,FALSE
41,2/24/2012,27.89,3.129,9156.06,9181.74,3.2,3808.5,6148.47,196.9499007,6.589,FALSE
42,2/24/2012,56.02,3.95,353.39,232.44,NA,NA,1644.66,130.5502069,7.545,FALSE
43,2/24/2012,53.53,3.555,439.68,361.74,NA,NA,1450.19,212.1174212,9.653,FALSE
44,2/24/2012,35.38,3.145,270.59,18.53,NA,NA,1148.17,130.5502069,5.774,FALSE
45,2/24/2012,42.86,3.739,9006.21,5786.94,2,4291.22,7626.46,190.0069881,8.424,FALSE
3,3/02/2012,61.65,3.63,3552.58,601.32,NA,2666.22,1524.87,224.3470245,6.833,FALSE
4,3/02/2012,50.38,3.619,18564.88,1394.86,32.93,10714.6,3592.82,130.6457931,4.607,FALSE
5,3/02/2012,60.66,3.63,6172.7,123.32,1,3063.26,1213.59,221.4342146,5.943,FALSE
6,3/02/2012,60.32,3.63,20243.99,618.72,14.35,9687.4,4968.92,222.4521862,6.132,FALSE
7,3/02/2012,21.64,3.191,41848.34,2326.08,139.2,15505,1348.86,196.9565303,8.256,FALSE
8,3/02/2012,50.95,3.63,19521.45,1000.19,0.6,5819.37,3641.54,224.3959793,5.825,FALSE
9,3/02/2012,57.2,3.63,6268.15,154.97,NA,3557.17,1878.44,224.5894104,5.667,FALSE
10,3/02/2012,57.62,3.882,22685.06,152.91,48.76,5831.75,2808.95,130.6457931,7.545,FALSE
11,3/02/2012,62.61,3.63,16404.25,1191.27,7.03,11524.7,4400.35,224.3470245,6.833,FALSE
12,3/02/2012,52.27,4.178,15046.69,2131.62,12.84,4574.95,3428.27,130.6457931,12.187,FALSE
13,3/02/2012,32.36,3.242,25204.67,2436.75,167.88,16066.76,7289.69,130.6457931,6.104,FALSE
14,3/02/2012,41.55,3.816,20212.56,1991.38,46.67,11970.8,6876.57,190.1714927,8.424,FALSE
15,3/02/2012,33.24,3.983,11611.99,1749.22,27.4,7977.5,2327.04,137.4238966,7.943,FALSE
16,3/02/2012,23.4,3.191,8501.55,871.52,NA,2066.16,3207.63,196.9565303,6.162,FALSE
17,3/02/2012,26.28,3.242,14469.08,1163.89,37.38,8771.3,2237.79,130.6457931,6.403,FALSE
18,3/02/2012,33.59,3.827,26970.65,2430.78,152.58,28367.78,3625.67,137.4238966,8.075,FALSE
19,3/02/2012,34.83,3.983,28177.29,3485.95,22.78,31324.8,2851.55,137.4238966,7.943,FALSE
20,3/02/2012,39.98,3.816,34117.01,3200.31,6,22275.03,4989.3,213.6718127,6.961,FALSE
21,3/02/2012,59.3,3.63,14017.62,1076.98,7.07,8891.83,3182.63,220.4866886,7.057,FALSE
22,3/02/2012,37.47,3.827,28298.18,3333.76,89.58,25615.48,3141.76,141.3875357,7.503,FALSE
23,3/02/2012,25.91,3.827,29917.01,4311.34,32.93,23421.73,2723,137.4238966,4.261,FALSE
24,3/02/2012,35.36,3.983,5903.53,3495.48,18.15,110.37,3688.64,137.4238966,8.659,FALSE
25,3/02/2012,36.01,3.816,14860.09,3050.12,21.38,12085.01,1327.97,213.6718127,6.961,FALSE
26,3/02/2012,22.49,3.827,20215.36,1400.8,7.35,15485.84,2581.11,137.4238966,7.467,FALSE
27,3/02/2012,40.07,3.983,28652.29,3088.37,109.25,35364.08,4464.45,141.3875357,8.009,FALSE
28,3/02/2012,52.27,4.178,23765.08,872.4,3.5,12645.96,4736.14,130.6457931,12.187,FALSE
29,3/02/2012,37.47,3.827,12783.88,800.94,1.09,6884.75,1699.2,137.4238966,8.988,FALSE
30,3/02/2012,59.3,3.63,1080.76,0.02,1.39,63.5,1031.3,220.4866886,7.057,FALSE
31,3/02/2012,59.3,3.63,21236.34,1039.56,26.38,11668.85,7948.31,220.4866886,7.057,FALSE
32,3/02/2012,33.4,3.191,11929.81,4330.7,10.1,14296.7,2785.63,196.9565303,8.256,FALSE
33,3/02/2012,60.91,3.882,460.73,24.96,NA,NA,2045.14,130.6457931,7.603,FALSE
34,3/02/2012,42.74,3.619,9511.41,469.84,2.8,6593.25,4281.12,130.6457931,9.653,FALSE
35,3/02/2012,40.07,3.816,31880.88,1775.2,84.02,26264.78,1609.25,141.3875357,8.744,FALSE
36,3/02/2012,64.54,3.619,512.15,0.02,NA,NA,2359.78,219.5340975,7.244,FALSE
37,3/02/2012,64.54,3.63,892.47,18.92,2.9,NA,3369.86,219.5340975,7.244,FALSE
38,3/02/2012,52.27,4.178,1895.3,5.9,3.93,68.88,3186.15,130.6457931,12.187,FALSE
39,3/02/2012,64.05,3.63,22838.35,998.95,7.2,5781.24,12907.82,219.5340975,7.244,FALSE
40,3/02/2012,23.79,3.827,15284.47,1338.94,NA,14210.79,2121.92,137.4238966,4.261,FALSE
41,3/02/2012,27.39,3.191,11028.34,3211.73,21,15693.13,1736.73,196.9565303,6.589,FALSE
42,3/02/2012,57.62,3.882,441.4,10.78,1.96,NA,1511.43,130.6457931,7.545,FALSE
43,3/02/2012,56.43,3.63,346.74,2.56,15.84,NA,1429.73,212.3180074,9.653,FALSE
44,3/02/2012,32.36,3.242,611.06,NA,3.39,59.19,925.79,130.6457931,5.774,FALSE
45,3/02/2012,41.55,3.816,22832.38,2515.25,4,13317.88,2560.48,190.1714927,8.424,FALSE
3,3/09/2012,60.71,3.669,8368.5,298.46,1.39,1340.29,1416.22,224.5620291,6.833,FALSE
4,3/09/2012,53.63,3.667,8779.57,602.02,8.53,1103.64,9464.98,130.7413793,4.607,FALSE
5,3/09/2012,57.69,3.669,1842.42,51.27,2,109.67,5043.45,221.6460048,5.943,FALSE
6,3/09/2012,57.89,3.669,7731.19,445.6,4.19,446.42,5729.67,222.6650998,6.132,FALSE
7,3/09/2012,30.1,3.286,12144.9,1178.96,2.18,996.02,2221.16,196.9631599,8.256,FALSE
8,3/09/2012,49.59,3.669,7740.12,269.44,2,509.65,4678.17,224.6110379,5.825,FALSE
9,3/09/2012,54.03,3.669,3923.2,96.52,17.36,990.11,2755.72,224.8046825,5.667,FALSE
10,3/09/2012,57.65,3.963,11265.62,7.9,14.95,919.45,2473.83,130.7413793,7.545,FALSE
11,3/09/2012,61.44,3.669,7634.94,379.04,3.5,1251.85,6147.5,224.5620291,6.833,FALSE
12,3/09/2012,54.54,4.25,8404.29,2192.75,3.91,1479.91,5882.51,130.7413793,12.187,FALSE
13,3/09/2012,38.24,3.38,9173.97,339.05,9.44,1300.75,7479.12,130.7413793,6.104,FALSE
14,3/09/2012,45.52,3.848,15710.87,1050.48,1.49,2302.28,2702.96,190.3359973,8.424,FALSE
15,3/09/2012,36.97,4.021,7926.63,615.68,1.49,2126.98,2194.94,137.5066897,7.943,FALSE
16,3/09/2012,28.16,3.286,5302.57,557.02,3.17,5974.36,3037.04,196.9631599,6.162,FALSE
17,3/09/2012,32.02,3.38,3944.86,104.91,2.16,550.85,3717.62,130.7413793,6.403,FALSE
18,3/09/2012,38.1,3.876,7410.18,368.19,25.46,1852.39,2332.07,137.5066897,8.075,FALSE
19,3/09/2012,38.15,4.021,6724.01,745.75,2.68,1532.63,3952.89,137.5066897,7.943,FALSE
20,3/09/2012,41.14,3.848,10686.42,750.14,3.67,3867.16,3518.62,213.8711137,6.961,FALSE
21,3/09/2012,57.16,3.669,7379.46,190.49,4.79,479.87,7489.48,220.6974332,7.057,FALSE
22,3/09/2012,41.72,3.876,7634.61,348.71,0.5,1351.75,5563.8,141.4742857,7.503,FALSE
23,3/09/2012,33.11,3.876,8575.57,1125.61,5.08,4365.63,2742.87,137.5066897,4.261,FALSE
24,3/09/2012,41.5,4.021,21306.54,1190.23,2.49,34839.93,3932.94,137.5066897,8.659,FALSE
25,3/09/2012,37.44,3.848,11412.9,944.64,0.7,13264.83,3951.01,213.8711137,6.961,FALSE
26,3/09/2012,29.03,3.876,4540.15,480.42,1.98,387.57,3900.33,137.5066897,7.467,FALSE
27,3/09/2012,44.32,4.021,14171.85,917.3,2.2,3614.57,4582.1,141.4742857,8.009,FALSE
28,3/09/2012,54.54,4.25,11431.91,101.02,6.93,2060.55,9332.74,130.7413793,12.187,FALSE
29,3/09/2012,41.72,3.876,5564.21,396.61,NA,531.23,1542.59,137.5066897,8.988,FALSE
30,3/09/2012,57.16,3.669,639.83,NA,0.49,144.18,3286.61,220.6974332,7.057,FALSE
31,3/09/2012,57.16,3.669,6284.13,768.91,2.69,1051.13,8527.38,220.6974332,7.057,FALSE
32,3/09/2012,39.9,3.286,16322.3,1206.5,4.97,17697.9,4305.36,196.9631599,8.256,FALSE
33,3/09/2012,62.2,3.963,128.45,3.68,0.99,NA,1640.64,130.7413793,7.603,FALSE
34,3/09/2012,42.7,3.667,6150.33,209.07,NA,124.83,4638.14,130.7413793,9.653,FALSE
35,3/09/2012,44.32,3.848,16514.65,344.55,68.3,2596.73,2245.26,141.4742857,8.744,FALSE
36,3/09/2012,63.19,3.647,258.89,1.5,0.99,NA,1835.63,219.7437314,7.244,FALSE
37,3/09/2012,63.19,3.669,1024.83,2,10.7,NA,2304.93,219.7437314,7.244,FALSE
38,3/09/2012,54.54,4.25,425.97,1.8,NA,25.6,1751.92,130.7413793,12.187,FALSE
39,3/09/2012,61.64,3.669,5772.82,286.18,3.57,735.05,28766.27,219.7437314,7.244,FALSE
40,3/09/2012,30.58,3.876,12923.38,404.23,0.4,7062.19,3420.25,137.5066897,4.261,FALSE
41,3/09/2012,35.3,3.286,15255.04,285.89,7.74,3203.61,3889.43,196.9631599,6.589,FALSE
42,3/09/2012,57.65,3.963,392.63,1,3.43,2.8,798.38,130.7413793,7.545,FALSE
43,3/09/2012,54.52,3.669,392.09,0.5,NA,NA,1293.41,212.5185936,9.653,FALSE
44,3/09/2012,38.24,3.38,2456.13,1.5,0.49,28.06,691.4,130.7413793,5.774,FALSE
45,3/09/2012,45.52,3.848,11139.34,678.08,1.99,3267.21,4971.47,190.3359973,8.424,FALSE
3,3/16/2012,64,3.734,2588.06,80.89,3.2,909.76,491.83,224.7166953,6.833,FALSE
4,3/16/2012,59.81,3.707,5669.21,37.12,NA,8540.87,2544.94,130.8261935,4.607,FALSE
5,3/16/2012,63.55,3.734,1879.87,30.7,2.24,585.12,1765.08,221.7989713,5.943,FALSE
6,3/16/2012,62.8,3.734,7034.05,103.68,4.59,2231.64,2062.04,222.8186603,6.132,FALSE
7,3/16/2012,37.29,3.486,2980.91,3.28,2.55,3440.61,1127.01,197.0457208,8.256,FALSE
8,3/16/2012,56.63,3.734,4879.04,501.9,6.14,1078.01,1288.81,224.7657327,5.825,FALSE
9,3/16/2012,59.94,3.734,1913.05,1.8,7.33,436.67,14026.36,224.9594902,5.667,FALSE
10,3/16/2012,62.11,4.273,3977.45,-10.5,6.03,1928.5,2273.92,130.8261935,7.545,FALSE
11,3/16/2012,64.21,3.734,7073.59,224.43,4.19,3164.68,2438.5,224.7166953,6.833,FALSE
12,3/16/2012,64.44,4.273,9582.27,731.87,4.02,1589.97,2365.63,130.8261935,12.187,FALSE
13,3/16/2012,52.5,3.529,8901.34,637.7,3.85,6169.81,2446.53,130.8261935,6.104,FALSE
14,3/16/2012,50.56,3.862,6021.47,280.43,5.5,1814.5,1581.84,190.4618964,8.424,FALSE
15,3/16/2012,47.42,4.021,3518.76,104.88,2.98,797.26,1364.77,137.5843871,7.943,FALSE
16,3/16/2012,38.02,3.486,3501.15,0.3,1.33,1396.55,1515.46,197.0457208,6.162,FALSE
17,3/16/2012,43.69,3.529,6373.65,46.13,1.02,1938.3,1278.79,130.8261935,6.403,FALSE
18,3/16/2012,45.84,3.867,9284.23,167.65,4.93,2554.94,2070.14,137.5843871,8.075,FALSE
19,3/16/2012,48.2,4.021,8353.56,84.57,3.04,3175.2,2613.7,137.5843871,7.943,FALSE
20,3/16/2012,53.73,3.862,6745.04,310.32,6.94,3282.4,2895.89,214.0167132,6.961,FALSE
21,3/16/2012,63.39,3.734,6510.79,158.12,5.86,2972.55,6576.96,220.8498468,7.057,FALSE
22,3/16/2012,46.06,3.867,8463.01,51.31,11.36,3719.23,4895.18,141.55478,7.503,FALSE
23,3/16/2012,41.19,3.867,5739.62,110.48,6.03,3380.28,838.7,137.5843871,4.261,FALSE
24,3/16/2012,48.68,4.021,10310.26,920.9,1.02,3250.66,1844.03,137.5843871,8.659,FALSE
25,3/16/2012,50.64,3.862,5366.06,185.14,4.18,845.05,1221.53,214.0167132,6.961,FALSE
26,3/16/2012,35.06,3.867,6977.12,161,3.99,1535.17,2084.52,137.5843871,7.467,FALSE
27,3/16/2012,49.6,4.021,7275.48,175.65,2.96,5193.68,2366.04,141.55478,8.009,FALSE
28,3/16/2012,64.44,4.273,8243.42,44.26,6.68,3641.11,3645.65,130.8261935,12.187,FALSE
29,3/16/2012,46.06,3.867,4383.29,94.3,0.99,642.33,1575.61,137.5843871,8.988,FALSE
30,3/16/2012,63.39,3.734,301.14,NA,NA,NA,2536.55,220.8498468,7.057,FALSE
31,3/16/2012,63.39,3.734,6738.65,801.74,8.13,2047.38,7905.67,220.8498468,7.057,FALSE
32,3/16/2012,51.51,3.486,4050.92,207.8,1.19,72.65,1741.07,197.0457208,8.256,FALSE
33,3/16/2012,65.99,4.273,128.46,3,NA,NA,538.44,130.8261935,7.603,FALSE
34,3/16/2012,48.09,3.707,6104.24,94.31,2.7,479.7,1656.98,130.8261935,9.653,FALSE
35,3/16/2012,49.6,3.862,6972.24,222.12,1.2,1587.92,2214.43,141.55478,8.744,FALSE
36,3/16/2012,67.48,3.779,93.51,1.5,0.34,NA,612.83,219.8956335,7.244,FALSE
37,3/16/2012,67.48,3.734,109.13,4.5,2.38,NA,563.61,219.8956335,7.244,FALSE
38,3/16/2012,64.44,4.273,480.19,0.5,1.02,NA,1158.07,130.8261935,12.187,FALSE
39,3/16/2012,65.81,3.734,4150.56,184.15,6.24,1947.25,13451.44,219.8956335,7.244,FALSE
40,3/16/2012,37.13,3.867,4935.36,176.82,3.85,1392.83,2458.54,137.5843871,4.261,FALSE
41,3/16/2012,47.76,3.486,6504.93,48.97,4.59,3026.39,2020.55,197.0457208,6.589,FALSE
42,3/16/2012,62.11,4.273,438.48,1.5,2.35,NA,2251.09,130.8261935,7.545,FALSE
43,3/16/2012,57.88,3.734,257.14,NA,2.04,NA,631.56,212.6651567,9.653,FALSE
44,3/16/2012,52.5,3.529,260.7,NA,0.99,NA,469.46,130.8261935,5.774,FALSE
45,3/16/2012,50.56,3.862,5811.44,375.7,3.69,3444.05,2706.47,190.4618964,8.424,FALSE
3,3/23/2012,66.53,3.787,737.08,36.1,1.43,92.11,583.9,224.7909104,6.833,FALSE
4,3/23/2012,59.07,3.759,8806.8,-10.5,5.99,739.14,4396.97,130.8966452,4.607,FALSE
5,3/23/2012,64.44,3.787,694.24,32.75,5.59,210.09,775.7,221.8735063,5.943,FALSE
6,3/23/2012,63.71,3.787,4928.84,57.72,10.95,664.8,3968.26,222.8930835,6.132,FALSE
7,3/23/2012,35.06,3.664,8458.87,NA,3.84,293.35,1493.28,197.2295234,8.256,FALSE
8,3/23/2012,52.9,3.787,6155.76,499.11,2.04,403.32,2748.36,224.8399424,5.825,FALSE
9,3/23/2012,58.79,3.787,1681.15,1.8,0.68,414.45,466.42,225.0336786,5.667,FALSE
10,3/23/2012,56.54,4.288,4034.35,3.1,4.08,480.89,2194.51,130.8966452,7.545,FALSE
11,3/23/2012,67.16,3.787,7359.11,297.23,2.04,558.46,3588.44,224.7909104,6.833,FALSE
12,3/23/2012,56.26,4.038,3865.96,1496.18,7.35,1951.11,1440.31,130.8966452,12.187,FALSE
13,3/23/2012,47.83,3.671,3489.61,75.36,2.52,827.19,3427.9,130.8966452,6.104,FALSE
14,3/23/2012,59.45,3.9,4718.7,348.81,6.85,353.11,3726.39,190.5363213,8.424,FALSE
15,3/23/2012,58.92,4.054,7318.86,118.73,0.5,3744.04,1224.93,137.6552903,7.943,FALSE
16,3/23/2012,38.7,3.664,1462.21,2.5,4.43,367.45,1256.65,197.2295234,6.162,FALSE
17,3/23/2012,40.69,3.671,5060.41,42.99,NA,315.1,1399.39,130.8966452,6.403,FALSE
18,3/23/2012,58.06,3.889,4449.37,237.61,6.53,475.59,2848.63,137.6552903,8.075,FALSE
19,3/23/2012,56.72,4.054,6048.55,170.78,1.02,986.74,2684.83,137.6552903,7.943,FALSE
20,3/23/2012,66.11,3.9,3580.87,612.11,7.01,332.11,4032.81,214.0907105,6.961,FALSE
21,3/23/2012,62.96,3.787,4713.76,155.09,2.38,534.23,4878.22,220.9244858,7.057,FALSE
22,3/23/2012,54.68,3.889,5667.37,96.9,8.73,511.14,2598.98,141.6269332,7.503,FALSE
23,3/23/2012,57.82,3.889,3502.06,72.5,6.97,276.39,1541.93,137.6552903,4.261,FALSE
24,3/23/2012,59.51,4.054,5283.83,652.04,3.4,552.16,3402.95,137.6552903,8.659,FALSE
25,3/23/2012,62.7,3.9,3406.88,247.61,0.93,2689.25,1301.78,214.0907105,6.961,FALSE
26,3/23/2012,49.97,3.889,4336.7,150.86,4.59,199.78,2239.64,137.6552903,7.467,FALSE
27,3/23/2012,57.3,4.054,4142.06,506.34,5.17,917.38,3467.03,141.6269332,8.009,FALSE
28,3/23/2012,56.26,4.038,9066.75,48.94,5.91,1040.74,3796.72,130.8966452,12.187,FALSE
29,3/23/2012,54.68,3.889,2826.57,69.69,2.31,538.94,1177.24,137.6552903,8.988,FALSE
30,3/23/2012,62.96,3.787,349.9,0.5,0.34,NA,2099.05,220.9244858,7.057,FALSE
31,3/23/2012,62.96,3.787,4783,70.51,2.38,837.58,6900.79,220.9244858,7.057,FALSE
32,3/23/2012,47.64,3.664,6403.49,147.83,4.54,3324.67,3312.99,197.2295234,8.256,FALSE
33,3/23/2012,60.82,4.288,NA,3.68,0.34,NA,227.12,130.8966452,7.603,FALSE
34,3/23/2012,47.93,3.759,3662.39,107.42,0.59,941.47,1934.93,130.8966452,9.653,FALSE
35,3/23/2012,57.3,3.9,25204.95,107.69,0.25,8359.06,5252.73,141.6269332,8.744,FALSE
36,3/23/2012,69.18,3.845,98.84,NA,1.7,NA,1382.01,219.9705599,7.244,FALSE
37,3/23/2012,69.18,3.787,460.73,NA,0.68,NA,1560.28,219.9705599,7.244,FALSE
38,3/23/2012,56.26,4.038,301.53,NA,2.04,NA,1599.86,130.8966452,12.187,FALSE
39,3/23/2012,67.91,3.787,4355.72,91.37,4.08,305.89,3682.22,219.9705599,7.244,FALSE
40,3/23/2012,52.27,3.889,5767.41,126.67,2.77,179.94,3260.71,137.6552903,4.261,FALSE
41,3/23/2012,44.04,3.664,4605.49,49.08,2.6,1134.03,3631.27,197.2295234,6.589,FALSE
